index;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_activation;param_alpha;param_hidden_layer_sizes;params;split0_test_accuracy;split1_test_accuracy;split2_test_accuracy;split3_test_accuracy;split4_test_accuracy;mean_test_accuracy;std_test_accuracy;rank_test_accuracy;split0_test_balanced_accuracy;split1_test_balanced_accuracy;split2_test_balanced_accuracy;split3_test_balanced_accuracy;split4_test_balanced_accuracy;mean_test_balanced_accuracy;std_test_balanced_accuracy;rank_test_balanced_accuracy;split0_test_macro-precision;split1_test_macro-precision;split2_test_macro-precision;split3_test_macro-precision;split4_test_macro-precision;mean_test_macro-precision;std_test_macro-precision;rank_test_macro-precision;split0_test_macro-recall;split1_test_macro-recall;split2_test_macro-recall;split3_test_macro-recall;split4_test_macro-recall;mean_test_macro-recall;std_test_macro-recall;rank_test_macro-recall;split0_test_macro-f1_score;split1_test_macro-f1_score;split2_test_macro-f1_score;split3_test_macro-f1_score;split4_test_macro-f1_score;mean_test_macro-f1_score;std_test_macro-f1_score;rank_test_macro-f1_score;split0_test_weighted-precision;split1_test_weighted-precision;split2_test_weighted-precision;split3_test_weighted-precision;split4_test_weighted-precision;mean_test_weighted-precision;std_test_weighted-precision;rank_test_weighted-precision;split0_test_weighted-recall;split1_test_weighted-recall;split2_test_weighted-recall;split3_test_weighted-recall;split4_test_weighted-recall;mean_test_weighted-recall;std_test_weighted-recall;rank_test_weighted-recall;split0_test_weighted-f1_score;split1_test_weighted-f1_score;split2_test_weighted-f1_score;split3_test_weighted-f1_score;split4_test_weighted-f1_score;mean_test_weighted-f1_score;std_test_weighted-f1_score;rank_test_weighted-f1_score
90;56.13116579055786;22.257385741827097;0.16273226737976074;0.011174381540469866;relu;0.0001;(25, 6);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (25, 6)};0.999434644957033;0.9324764902097507;0.9995853984885891;0.9998115447675404;0.999227333546916;0.9861070823939657;0.026815975186123154;883;0.996532635137218;0.25;0.9973753386082755;0.998710543083877;0.9944021698479132;0.8474041373354568;0.29870534757730144;902;0.9954977224499313;0.23311912255243766;0.9974149120306072;0.9983504755545609;0.9961373238782115;0.8441039112931497;0.30549400066284044;925;0.996532635137218;0.25;0.9973753386082755;0.998710543083877;0.9944021698479132;0.8474041373354568;0.29870534757730144;902;0.996010742141388;0.2412646401997211;0.9973941607480353;0.9985298163702017;0.9952604820468784;0.8456919683012449;0.3022157613442229;890;0.9994358687337449;0.8695124047938952;0.9995853102203675;0.9998116542867191;0.9992253690375847;0.9735141214144623;0.05200121040777334;947;0.999434644957033;0.9324764902097507;0.9995853984885891;0.9998115447675404;0.999227333546916;0.9861070823939657;0.026815975186123154;883;0.9994349277309625;0.899894419620617;0.9995852795357069;0.9998115479115594;0.9992252279786432;0.9795902805554979;0.03984839035565704;919
91;56.35343346595764;28.72390598469792;0.1687617778778076;0.01350100978676042;relu;0.0001;(25, 8);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (25, 8)};0.998492386552088;0.9986242768030454;0.9979646834894371;0.9986431223262914;0.9961178222113337;0.9979684582764392;0.0009575634133062234;248;0.9887426114815303;0.9891132309147666;0.9844589954352609;0.9890383949524726;0.9871583394365901;0.987702314444124;0.0017704824958202608;203;0.9951703502356409;0.997759538792537;0.9965952993164607;0.9970513766131235;0.9785730925689788;0.9930299315053481;0.007277838110970998;466;0.9887426114815303;0.9891132309147666;0.9844589954352609;0.9890383949524726;0.9871583394365901;0.987702314444124;0.0017704824958202608;203;0.9918989079642259;0.99334247423773;0.9903628115076544;0.9929691913737532;0.9827542021299152;0.9902655174426558;0.0038955052124955486;225;0.9984852351375492;0.9986232748618508;0.9979556846535366;0.9986397429354438;0.9962254576344082;0.9979858790445577;0.0009146762450044336;246;0.998492386552088;0.9986242768030454;0.9979646834894371;0.9986431223262914;0.9961178222113337;0.9979684582764392;0.0009575634133062234;248;0.9984816768288969;0.9986118027268429;0.9979390364060404;0.9986317241152571;0.9961575545291322;0.9979643589212339;0.0009378017852720832;245
92;73.71825380325318;6.987472572711328;0.16342968940734864;0.005658332408895324;relu;0.0001;(25, 10);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (25, 10)};0.999453490125132;0.9993780977328836;0.9995853984885891;0.9984735126170778;0.9995100163956052;0.9992801030718574;0.0004089791225694767;59;0.994971556660639;0.9947695414844504;0.9970450811865135;0.988302607972827;0.9975004943668523;0.9945178563342564;0.0032918534804147067;83;0.9972034012185352;0.9969201175661911;0.9972409644858656;0.9971529897050497;0.99616533849409;0.9969365622939463;0.00040143769353009694;22;0.994971556660639;0.9947695414844504;0.9970450811865135;0.988302607972827;0.9975004943668523;0.9945178563342564;0.0032918534804147067;83;0.9960751910042481;0.9958374242017254;0.9971396065223597;0.9926202278979723;0.9968314184266611;0.9957007736105933;0.0016122792254667667;64;0.9994533679350173;0.9993775878449556;0.999586160523753;0.9984705938089936;0.9995109551917137;0.9992797330608866;0.00041031510355250296;59;0.999453490125132;0.9993780977328836;0.9995853984885891;0.9984735126170778;0.9995100163956052;0.9992801030718574;0.0004089791225694767;59;0.9994521686262922;0.9993772525296183;0.9995855132117074;0.9984582594674647;0.9995103535410791;0.9992767094752324;0.00041489867000440344;59
93;88.41982345581054;6.166017218536337;0.17321333885192872;0.019358871077055813;relu;0.0001;(25, 15);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (25, 15)};0.9987750640735715;0.9982850573846183;0.9996607805815728;0.9990388783144564;0.9996607805815728;0.9990841121871584;0.0005293653353680606;95;0.9899456351560756;0.9886928423069806;0.9985244836435492;0.9943157272188932;0.9981234773074574;0.9939204331265913;0.004053291098653417;97;0.9958110408939732;0.9943363448610748;0.9968972551898888;0.9963373095482112;0.9967868744499924;0.9960337649886281;0.0009312109964862977;114;0.9899456351560756;0.9886928423069806;0.9985244836435492;0.9943157272188932;0.9981234773074574;0.9939204331265913;0.004053291098653417;97;0.9928403795674307;0.9914707818748396;0.9977094556917718;0.9953208787909423;0.9974536770019393;0.9949590345853847;0.002472876638077845;93;0.9987702397838465;0.998275961219255;0.9996617670033285;0.999036326659314;0.999661548727675;0.9990811686786838;0.0005331007508741661;95;0.9987750640735715;0.9982850573846183;0.9996607805815728;0.9990388783144564;0.9996607805815728;0.9990841121871584;0.0005293653353680606;95;0.9987681202686649;0.9982751808235291;0.9996611210423411;0.9990369429575637;0.9996610322925055;0.9990804794769209;0.000533320883489762;93
94;75.2303982257843;10.609080282075734;0.17571892738342285;0.00955064592570955;relu;0.0001;(25, 20);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (25, 20)};0.998492386552088;0.9969847162806476;0.9995665529653431;0.9993027156398997;0.9996419350583269;0.9987976612992611;0.000993884779357507;145;0.9901271843918902;0.9969342659644236;0.9981726571289207;0.9945680206760313;0.9978630606407908;0.9955330377604114;0.0029837743255319263;53;0.9942952561261154;0.9779360354376802;0.9964694554198267;0.9977628358205991;0.9971488983620771;0.9927224962332597;0.007485329099609248;483;0.9901271843918902;0.9969342659644236;0.9981726571289207;0.9945680206760313;0.9978630606407908;0.9955330377604114;0.0029837743255319263;53;0.9921779739281459;0.9870689033502201;0.9973199791052695;0.9961531858192921;0.9975032593416397;0.9940446603089136;0.003981989540562795;129;0.9984846912817837;0.9971930071126137;0.9995672757928274;0.9993012768388773;0.9996429203670071;0.9988378342786218;0.0009192599111533395;139;0.998492386552088;0.9969847162806476;0.9995665529653431;0.9993027156398997;0.9996419350583269;0.9987976612992611;0.000993884779357507;145;0.9984844901033686;0.9970413076722751;0.9995668196132639;0.9993004844495057;0.999642198553223;0.9988070600783272;0.0009736623009519385;142
95;76.78409752845764;6.32102094863073;0.16985149383544923;0.0012707920806314414;relu;0.0001;(25, 25);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (25, 25)};0.999434644957033;0.9995477074420971;0.9996607805815728;0.9985112036635697;0.9993969432561295;0.9993102559800804;0.0004100542888453948;52;0.9968977228375109;0.9971847626967043;0.9980878340540839;0.9883127130657938;0.9982342994630596;0.9957434664234306;0.0037503612385419824;49;0.995641005445718;0.9971845967465299;0.9973273958455611;0.9974664804075487;0.9948077026954032;0.9964854362281521;0.0010665854173919857;73;0.9968977228375109;0.9971847626967043;0.9980878340540839;0.9883127130657938;0.9982342994630596;0.9957434664234306;0.0037503612385419824;49;0.9962658323245933;0.9971824995272364;0.9977070122384986;0.9927754324227603;0.9965060595407029;0.9960873672107583;0.0017319717036048858;48;0.9994355432749771;0.9995473922411;0.9996609514086752;0.9985098492737754;0.9994047795245866;0.9993117031446228;0.0004109727291994286;51;0.999434644957033;0.9995477074420971;0.9996607805815728;0.9985112036635697;0.9993969432561295;0.9993102559800804;0.0004100542888453948;52;0.9994348352175958;0.9995473325015669;0.9996608213568714;0.9984958842934157;0.9993990531199778;0.9993075852978857;0.0004160941865113597;52
96;86.0577127456665;13.237824339413693;0.1757845401763916;0.002838162802902551;relu;0.0001;(25, 30);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (25, 30)};0.9994157997889341;0.9990765693609484;0.999170796977178;0.9996607805815728;0.9984546670938319;0.9991557227604929;0.00040514071722857906;82;0.9970742284037301;0.9942903941960242;0.9938064499258182;0.9976506382167185;0.9886247538748981;0.9942892929234379;0.0032054531353814366;87;0.9948095121603754;0.9954137782632653;0.9975397381745927;0.9976519440559263;0.9967600289306113;0.9964350003169542;0.0011394865183702375;76;0.9970742284037301;0.9942903941960242;0.9938064499258182;0.9976506382167185;0.9886247538748981;0.9942892929234379;0.0032054531353814366;87;0.9959372380028992;0.9948485076666546;0.9956583070243641;0.9976495091641046;0.9926134603685173;0.9953414044453079;0.0016411836208297772;77;0.9994181628275046;0.9990754081909446;0.9991685027769504;0.9996606235386456;0.9984482170978864;0.9991541828863862;0.00040766794085715506;81;0.9994157997889341;0.9990765693609484;0.999170796977178;0.9996607805815728;0.9984546670938319;0.9991557227604929;0.00040514071722857906;82;0.9994165738232835;0.9990756823760891;0.9991678312368466;0.9996605135052966;0.9984413608864622;0.9991523923655954;0.0004097968962184603;81
97;86.72374625205994;10.03329609108777;0.18409647941589355;0.012531029009399853;relu;0.0001;(25, 35);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (25, 35)};0.9995665611337253;0.9994911708723593;0.9996419350583269;0.9988504230819969;0.9996984716280648;0.9994497123548947;0.00030768517094518556;30;0.9972962059693026;0.996002598713366;0.9979372316444453;0.9917533936727377;0.9982792230426087;0.996253730608492;0.00238074148032417;37;0.9958278093724008;0.997388714046842;0.9975768904538256;0.9970748237077615;0.996942258438968;0.9969620992039596;0.0006098659519550075;21;0.9972962059693026;0.996002598713366;0.9979372316444453;0.9917533936727377;0.9982792230426087;0.996253730608492;0.00238074148032417;37;0.9965570978400516;0.9966913210021414;0.997756368054368;0.9943731220032376;0.9976092416457589;0.9965974301091116;0.0012103626306381083;29;0.9995682229937936;0.9994908386605147;0.9996419862630417;0.9988468906205178;0.9996991971116653;0.9994494271299065;0.000309302984412337;30;0.9995665611337253;0.9994911708723593;0.9996419350583269;0.9988504230819969;0.9996984716280648;0.9994497123548947;0.00030768517094518556;30;0.9995670001858841;0.9994906419102787;0.9996419090502695;0.9988434228833066;0.9996987019803621;0.9994483352020203;0.00031046562054883953;30
98;97.36532058715821;15.78508275404491;0.18070154190063475;0.004939488348250584;relu;0.0001;(25, 40);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (25, 40)};0.999453490125132;0.9997173171513107;0.9997361626745567;0.9998303902907865;0.9989258051749806;0.9995326330833534;0.0003282363697846647;18;0.9945326627486438;0.9979196418860568;0.99847007207813;0.9988612362725449;0.9926833648759639;0.9964933955722678;0.0024457679877996335;35;0.996621968147018;0.9976036046693881;0.9975757243223001;0.9983558916551745;0.9966227650163294;0.9973559907620422;0.000661181741164187;3;0.9945326627486438;0.9979196418860568;0.99847007207813;0.9988612362725449;0.9926833648759639;0.9964933955722678;0.0024457679877996335;35;0.9955654014627326;0.9977584910666984;0.9980197663114679;0.9986078935987385;0.9946322635190654;0.9969167631917404;0.0015381912123115554;16;0.999453468028938;0.9997180343999683;0.9997373323206235;0.9998305452756271;0.9989218383094116;0.9995322436669136;0.0003299586955169324;18;0.999453490125132;0.9997173171513107;0.9997361626745567;0.9998303902907865;0.9989258051749806;0.9995326330833534;0.0003282363697846647;18;0.9994525058995811;0.9997174290021659;0.9997364402691371;0.9998304187158745;0.99892123650655;0.9995316060786618;0.000330025468573528;18
99;71.04233927726746;76.52408393055202;0.17372779846191405;0.021016002693342316;relu;0.0001;(30, 2);{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (30, 2)};0.9506445047489823;0.9324764902097507;0.9506435746188493;0.9324764902097507;0.9995100163956052;0.9531502152365878;0.024562568305079052;1110;0.5;0.25;0.5;0.25;0.99677229115593;0.499354458231186;0.2726831955362984;1173;0.4856624608412946;0.23311912255243766;0.48667065844870916;0.23311912255243766;0.9966278193744775;0.4870398367538713;0.27879505149464084;1109;0.5;0.25;0.5;0.25;0.99677229115593;0.499354458231186;0.2726831955362984;1173;0.49266679671276437;0.2412646401997211;0.4931730714208191;0.2412646401997211;0.9966981717148606;0.49301346404957724;0.27584538096846545;1154;0.9037580845861466;0.8695124047938952;0.903762917946552;0.8695124047938952;0.9995096506992368;0.9092110925639452;0.04767644937557328;1189;0.9506445047489823;0.9324764902097507;0.9506435746188493;0.9324764902097507;0.9995100163956052;0.9531502152365878;0.024562568305079052;1110;0.9265998938577493;0.899894419620617;0.9266002433524079;0.899894419620617;0.9995096536520802;0.9304997260206942;0.036513434041058786;1186
